Local authority,Library name,Event date,Name,Main outcome,Secondary outcome,Attendees,Adult Attendees,Child Attendees,Charge
Barnet,Colindale,2020-02-11,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2020-02-11,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,37,19,18,0.0
Barnet,East Barnet,2020-02-11,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,38,19,19,0.0
Barnet,East Barnet,2020-02-11,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,32,16,16,0.0
Barnet,Golders Green,2020-02-11,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2020-02-11,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2020-02-11,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Osidge,2020-02-11,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Childs Hill,2020-02-12,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,9,9,0.0
Barnet,Childs Hill,2020-02-12,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,19,9,10,0.0
Barnet,Childs Hill,2020-02-12,Lego,Healthier and happier lives,,9,4,5,0.0
Barnet,Colindale,2020-02-12,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,29,3,26,0.0
Barnet,Colindale,2020-02-12,IT,Increased digital access and literacy,Stronger more resilient communities,8,8,0,0.0
Barnet,Hendon,2020-02-12,Other adult,Cultural and creative enrichment,,6,6,0,0.0
Barnet,Hendon,2020-02-12,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,5,2,3,0.0
Barnet,Mill Hill,2020-02-12,Other adult - What's on Wednesday (Over 55's),Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Mill Hill,2020-02-12,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Mill Hill,2020-02-12,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,9,9,0.0
Barnet,Osidge,2020-02-12,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,13,16,0.0
Barnet,South Friern,2020-02-12,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,16,8,8,0.0
Barnet,South Friern,2020-02-12,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,South Friern,2020-02-12,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,Childs Hill,2020-02-13,Other Child 5+ - Code Club,Helping everyone achieve their full potential,Healthier and happier lives,1,0,1,0.0
Barnet,Childs Hill,2020-02-13,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2020-02-13,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2020-02-13,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Colindale,2020-02-13,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,12,13,0.0
Barnet,Edgware,2020-02-13,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,22,11,11,3.5
Barnet,Golders Green,2020-02-13,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Golders Green,2020-02-13,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,11,4,7,0.0
Barnet,Mill Hill,2020-02-13,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,North Finchley,2020-02-13,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,27,14,13,0.0
Barnet,South Friern,2020-02-13,Other adult - Age UK Coffee and Computer Morning,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Finchley Church End,2020-02-14,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,5,2,3,0.0
Barnet,Golders Green,2020-02-14,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,26,14,12,0.0
Barnet,Hendon,2020-02-14,IT,Increased digital access and literacy,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2020-02-14,Boardgames,Healthier and happier lives,Stronger more resilient communities,10,0,10,0.0
Barnet,Colindale,2020-02-15,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,4,3,1,0.0
Barnet,Colindale,2020-02-15,Lego,Healthier and happier lives,,8,3,5,0.0
Barnet,Mill Hill,2020-02-15,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,North Finchley,2020-02-15,Lego,Healthier and happier lives,,16,8,8,0.0
Barnet,Chipping Barnet,2020-02-17,Other Early Years - Explore the floor,Cultural and creative enrichment,Stronger more resilient communities,17,9,8,3.5
Barnet,Edgware,2020-02-17,Other Child 5+,Helping everyone achieve their full potential,Healthier and happier lives,33,15,18,0.0
Barnet,Childs Hill,2020-02-18,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Chipping Barnet,2020-02-18,Other Early Years - Windchimes and windmills,Healthier and happier lives,Stronger more resilient communities,26,13,13,5.5
Barnet,East Barnet,2020-02-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,0.0
Barnet,East Barnet,2020-02-18,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,32,16,16,0.0
Barnet,East Finchley,2020-02-18,Other Child 5+ - RAF Museum: Fantasy Labels,Cultural and creative enrichment,Stronger more resilient communities,9,2,7,0.0
Barnet,Golders Green,2020-02-18,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Osidge,2020-02-18,Other Child 5+ - Bonkers Bookmarks,Healthier and happier lives,Stronger more resilient communities,20,6,14,0.0
Barnet,Burnt Oak,2020-02-19,Other Child 5+,Healthier and happier lives,Stronger more resilient communities,27,12,15,0.0
Barnet,Childs Hill,2020-02-19,Other Child 5+ - Half term arts and crafts,Cultural and creative enrichment,Stronger more resilient communities,25,14,11,0.0
Barnet,Chipping Barnet,2020-02-19,Other - Charge All Entrants - Athousand different stories,Cultural and creative enrichment,Stronger more resilient communities,25,0,25,18.0
Barnet,Chipping Barnet,2020-02-19,Other Child 5+ - Bonkers Bookmarks,Cultural and creative enrichment,Stronger more resilient communities,47,20,27,0.0
Barnet,Chipping Barnet,2020-02-19,Other teen - A Thousand different stories - creative writing course,Cultural and creative enrichment,Stronger more resilient communities,26,0,26,18.0
Barnet,Colindale,2020-02-19,Other Early Years - ZOO TIME,Healthier and happier lives,Stronger more resilient communities,50,25,25,5.5
Barnet,Colindale,2020-02-19,Other Early Years - ZOO TIME,Healthier and happier lives,Stronger more resilient communities,48,24,24,5.5
Barnet,Mill Hill,2020-02-19,Other adult - What's on Wednesday (Over 55's),Healthier and happier lives,Stronger more resilient communities,26,26,0,0.0
Barnet,Osidge,2020-02-19,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,South Friern,2020-02-19,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,8,4,4,0.0
Barnet,South Friern,2020-02-19,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,Childs Hill,2020-02-20,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Chipping Barnet,2020-02-20,Other teen - A Thousand different stories - creative writing course day 2,Cultural and creative enrichment,Stronger more resilient communities,26,0,26,18.0
Barnet,Colindale,2020-02-20,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Edgware,2020-02-20,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,22,22,0,0.0
Barnet,Mill Hill,2020-02-20,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,South Friern,2020-02-20,Other adult - Age UK Coffee and Computer morning,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2020-02-21,Other Child 5+ - Introduction to Camping and Hiking,Healthier and happier lives,Stronger more resilient communities,9,2,7,0.0
Barnet,Colindale,2020-02-22,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2020-02-22,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Burnt Oak,2020-02-24,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Burnt Oak,2020-02-24,Boardgames,Healthier and happier lives,Stronger more resilient communities,5,2,3,0.0
Barnet,Burnt Oak,2020-02-24,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,23,3,20,0.0
Barnet,Burnt Oak,2020-02-24,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Chipping Barnet,2020-02-24,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,35,16,19,5.5
Barnet,Chipping Barnet,2020-02-24,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,28,14,14,3.5
Barnet,East Finchley,2020-02-24,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,35,17,18,0.0
Barnet,East Finchley,2020-02-24,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,20,10,10,0.0
Barnet,Edgware,2020-02-24,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,9,14,0.0
Barnet,Edgware,2020-02-24,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,8,8,0.0
Barnet,Finchley Church End,2020-02-24,Author Talk (adult),Cultural and creative enrichment,Stronger more resilient communities,57,57,0,0.0
Barnet,Childs Hill,2020-02-25,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Childs Hill,2020-02-25,Other Child 5+ - Gardening for Children,Healthier and happier lives,Stronger more resilient communities,14,3,11,0.0
Barnet,Childs Hill,2020-02-25,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Chipping Barnet,2020-02-25,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,38,8,30,0.0
Barnet,Chipping Barnet,2020-02-25,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,29,3,26,0.0
Barnet,Chipping Barnet,2020-02-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Chipping Barnet,2020-02-25,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2020-02-25,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2020-02-25,IT,Increased digital access and literacy,Stronger more resilient communities,14,7,7,0.0
Barnet,Colindale,2020-02-25,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,26,2,24,0.0
Barnet,Colindale,2020-02-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,34,17,17,0.0
Barnet,Colindale,2020-02-25,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,East Barnet,2020-02-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,0.0
Barnet,East Barnet,2020-02-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,36,18,18,0.0
Barnet,Finchley Church End,2020-02-25,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,30,15,15,3.5
Barnet,Finchley Church End,2020-02-25,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,26,13,13,3.5
Barnet,Golders Green,2020-02-25,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Golders Green,2020-02-25,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2020-02-25,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2020-02-25,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Outreach Location,2020-02-25,Other Early Years - Distribution of dual langauge books to Barnfield nursery,Healthier and happier lives,Stronger more resilient communities,52,28,24,0.0
Barnet,South Friern,2020-02-25,Other adult - Author event,Cultural and creative enrichment,Healthier and happier lives,12,12,0,0.0
Barnet,Burnt Oak,2020-02-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,27,13,14,0.0
Barnet,Childs Hill,2020-02-26,Lego,Healthier and happier lives,,33,11,22,0.0
Barnet,Childs Hill,2020-02-26,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,35,17,18,0.0
Barnet,Childs Hill,2020-02-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,14,7,7,0.0
Barnet,Chipping Barnet,2020-02-26,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,28,2,26,0.0
Barnet,Chipping Barnet,2020-02-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,24,10,14,0.0
Barnet,Colindale,2020-02-26,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,27,2,25,0.0
Barnet,Colindale,2020-02-26,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,49,25,24,3.5
Barnet,Colindale,2020-02-26,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,38,19,19,3.5
Barnet,Colindale,2020-02-26,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2020-02-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,0.0
Barnet,Hendon,2020-02-26,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,18,2,16,0.0
